FantraxName,FantraxTeam,FantraxPosition,FantraxPlayerId,FangraphsName,FangraphsTeam,FangraphsPosition,FangraphsPlayerId
Derrick Loop,PHI,RP,*02ibe*,,,,
Jimmy Loper,NYM,SP,*066ji*,,,,
Caleb Lopes,STL,2B,*0496t*,,,,
Angel Lopez Alvarez,CLE,C,*04en0*,,,,
B.J. Lopez,(N/A),C,*05r15*,,,,
Brandon Lopez,MIN,SS,*03adw*,,,,
Carlos Lopez,MIA,OF,*0374j*,,,,
Carlos Lopez,ATL,RP,*03yry*,,,,
Diomar Lopez,CIN,RP,*05yg7*,,,,
Eduar Lopez,LAA,SP,*02yhm*,,,,
Frank Lopez,TEX,SP,*0310x*,,,,
Giovanni Lopez,MIA,P,*04q5f*,,,,
Irving Lopez,STL,2B,*04ere*,,,,
Jack Lopez,DET,2B,*02c2o*,,,,
Jason Lopez,MIL,C,*04yev*,,,,
Javier Lopez,MIA,SS,*03auv*,,,,
Jesus Lopez,OAK,SS,*03bnn*,,,,
Omarlin Lopez,TEX,SP,*03bql*,,,,
Raffy Lopez,(N/A),C,*02c2g*,,,,
Reinaldo Lopez,TB,SP,*03ar2*,,,,
Robert Lopez,(N/A),"C,OF",*01tl8*,,,,
Robinson Lopez,CHC,SP,*01srx*,,,,
Edwin Lora,WSH,SS,*03yni*,,,,
Brad Lord,WSH,SP,*066du*,,,,
Rafelin Lorenzo,TB,C,*03mf2*,,,,
Brett Lorin,ARI,SP,*01sey*,,,,
Kyle Lotzkar,CIN,SP,*01shd*,,,,
David Lough,PHI,OF,*01sdh*,,,,
Jackson Lourie,ATL,P,*04ev2*,,,,
Shane Loux,SF,RP,*00569*,,,,
Kyle Lovelace,LAA,C,*05wy8*,,,,
Derrick Loveless,TOR,OF,*03c7u*,,,,
Nick Lovullo,(N/A),"2B,SS",*0422p*,,,,
Zachary Lovvorn,KC,P,*02mzy*,,,,
Collin Lowe,MIA,SP,*0665w*,,,,
Johnnie Lowe,CHW,P,*021st*,,,,
Mark Lowe,(N/A),RP,*000vg*,,,,
Charlie Lowell,MIA,P,*02bue*,,,,
Jake Lowery,CLE,C,*02bsq*,,,,
Luke Lowery,ARI,"C,1B",*03qrl*,,,,
Marvin Lowrance,WSH,OF,*01t3c*,,,,
Everlouis Lozada,BOS,2B,*040fs*,,,,
Jose Lozada,WSH,SS,*021su*,,,,
Edel Luaces,NYY,OF,*04278*,,,,
Tanner Lubach,LAA,C,*03qoi*,,,,
Chris Lubanski,TOR,OF,*01sij*,,,,
Trevor Lubking,TB,P,*03do6*,,,,
Ed Lucas,ARI,2B,*021sv*,,,,
Jeremy Lucas,CLE,C,*02n42*,,,,
Simeon Lucas,CLE,C,*03dg3*,,,,
Jordy Luciano,NYY,SP,*066qh*,,,,
David Lucroy,MIL,P,*03qvx*,,,,
Josh Ludy,PHI,C,*02n1k*,,,,
Jackson Lueck,KC,OF,*04psz*,,,,
Josh Lueke,(N/A),RP,*025gp*,,,,
Eduin Lugo,(N/A),C,*061o8*,,,,
Jose Lugo,ATL,RP,*039vt*,,,,
Luis Lugo,(N/A),SP,*02yn5*,,,,
Ruddy Lugo,DET,RP,*000mf*,,,,
Sandy Lugo,CIN,RP,*0477j*,,,,
Hector Lujan,(N/A),RP,*05xzf*,,,,
Matthew Lujan,SF,SP,*03yv5*,,,,
Jesus Lujano,MIL,OF,*042b3*,,,,
Aaron Luna,STL,OF,*02hti*,,,,
Alex Luna,KC,P,*03qp5*,,,,
Ronald Luna,ATL,2B,*03c7m*,,,,
Brock Lundquist,TOR,OF,*04eha*,,,,
Vicente Lupo,NYM,OF,*025ky*,,,,
Chase Luttrell,MIA,OF,*0657o*,,,,
Donald Lutz,CIN,1B,*0277d*,,,,
Zach Lutz,MIA,1B,*01unz*,,,,
Scott Lyman,MIA,P,*02bxn*,,,,
John Lynch,(N/A),SP,*066f2*,,,,
Keshawn Lynch,ARI,2B,*04en8*,,,,
Tim Lynch,NYY,1B,*041v5*,,,,
Jackson Lyon,NYY,OF,*066av*,,,,
David MIranda,NYM,OF,*04q6v*,,,,
Kyle MacDonald,NYY,1B,*057q8*,,,,
Ryley MacEachern,MIA,RP,*03wnz*,,,,
Anderson Machado,MIL,2B,*004gn*,,,,
Chris Machamer,BOS,P,*04pz2*,,,,
Jean Machi,(N/A),RP,*02w3u*,,,,
Irving Machuca,(N/A),RP,*05uai*,,,,
Josh Maciejewski,NYY,P,*04puv*,,,,
Chantz Mack,SEA,OF,*03c9k*,,,,
Marcus Mack,TEX,OF,*0421r*,,,,
Davonn Mackey,OAK,OF,*05nsm*,,,,
Xavier Macklin,OAK,OF,*02bzk*,,,,
Charlie Madden,(N/A),C,*0426y*,,,,
Luis Madrazo,SD,RP,*0647s*,,,,
Jose Roman Madrid,SD,RP,*02n0w*,,,,
Ty Madrigal,CHW,SP,*05y4z*,,,,
Warner Madrigal,WSH,RP,*005lz*,,,,
Ryan Madson,(N/A),RP,*0009u*,,,,
Travis Maezes,KC,SS,*03qqx*,,,,
Josh Magee,SD,OF,*03qla*,,,,
Johnny Magliozzi,NYM,P,*0318g*,,,,
Damien Magnifico,(N/A),RP,*02h90*,,,,
Trystan Magnuson,TOR,RP,*01vxm*,,,,
Greg Mahle,(N/A),RP,*03dow*,,,,
Paul Maholm,CIN,SP,*0009b*,,,,
Joe Mahoney,MIA,1B,*022o6*,,,,
Kolton Mahoney,NYY,P,*03dv2*,,,,
Spencer Mahoney,NYY,RP,*04byu*,,,,
Mikie Mahtook,(N/A),OF,*026lx*,,,,
Mitch Maier,KC,OF,*004dk*,,,,
David Mailman,BOS,OF,*021t5*,,,,
Michael Main,TEX,SP,*01s8v*,,,,
John Maine,(N/A),SP,*000et*,,,,
Angel Maita,BOS,OF,*04v6p*,,,,
Val Majewski,TEX,OF,*004is*,,,,
Allbry Major,(N/A),OF,*05jrn*,,,,
Chance Mako,(N/A),SP,*060oi*,,,,
Mark Malave,CHC,C,*02j31*,,,,
Stephen Malcolm,PHI,SS,*02hj4*,,,,
Carlos Maldonado,WSH,C,*000vx*,,,,
Jose Maldonado,PIT,SP,*04y62*,,,,
Nick Maldonado,(N/A),SP,*0603j*,,,,
Kevin Malisheski,LAD,RP,*04806*,,,,
Chase Mallard,TOR,P,*03dny*,,,,
Brad Malm,NYM,3B,*0668d*,,,,
Jeff Malm,TB,1B,*01sy5*,,,,
Marvin Malone,TB,OF,*04pz5*,,,,
Matt Maloney,CIN,RP,*01aw7*,,,,
Evan Manarino,OAK,P,*03r0a*,,,,
Jeff Mandel,WSH,SP,*01t22*,,,,
Seth Maness,(N/A),RP,*02byw*,,,,
Jared Mang,DET,OF,*051dr*,,,,
Brandon Mann,(N/A),RP,*01vvc*,,,,
Austin Manning,KC,P,*051ei*,,,,
Charlie Manning,STL,RP,*005id*,,,,
Timmy Manning,(N/A),SP,*05jq4*,,,,
Jeff Manship,CIN,RP,*01h99*,,,,
Craig Manuel,WSH,C,*02n37*,,,,
Dylan Manwaring,ATL,3B,*031uq*,,,,
Pabel Manzanero,CIN,C,*045or*,,,,
Maiker Manzanillo,(N/A),RP,*061tc*,,,,
Santo Manzanillo,MIL,RP,*02iyc*,,,,
Tyler Mapes,WSH,SP,*04oda*,,,,
Carlos Marcano,(N/A),RP,*060oh*,,,,
David Marcano,(N/A),P,*04mmo*,,,,
Ricardo Marcano,CHC,OF,*02ymn*,,,,
Shane Mardirosian,CIN,2B,*03dg1*,,,,
Stephen Marek,ATL,RP,*01sb8*,,,,
Eric Mari?ez,(N/A),RP,*061ns*,,,,
Victor Maria,MIL,3B,*052ig*,,,,
Sugar Ray Marimon,(N/A),RP,*03ap4*,,,,
Terance Marin,CHW,SP,*03rn7*,,,,
Kyle Marinconz,(N/A),2B,*061w4*,,,,
Tyler Marincov,OAK,OF,*031c1*,,,,
Michael Mariot,(N/A),RP,*02hiz*,,,,
Peter Maris,(N/A),2B,*04qne*,,,,
Chris Mariscal,SEA,"3B,SS",*03dnm*,,,,
Mike Marjama,(N/A),C,*04km9*,,,,
Tyler Mark,ARI,P,*03qly*,,,,
Brad Markey,(N/A),SP,*03drg*,,,,
Kevin Markham,PHI,"OF,P",*04ev5*,,,,
Brett Marks,NYY,P,*02nbx*,,,,
David Marks,BOS,OF,*021tb*,,,,
Justin Marks,(N/A),RP,*02h8i*,,,,
Matt Marksberry,(N/A),RP,*0313o*,,,,
Hunter Markwardt,(N/A),OF,*051a1*,,,,
Tyler Marlette,SEA,C,*02bu0*,,,,
Gedionne Marlin,(N/A),2B,*060os*,,,,
Kyle Marman,CLE,P,*04pwr*,,,,
Carlos Marmol,(N/A),RP,*0003g*,,,,
Camdon Maron,NYM,C,*02j2p*,,,,
Nick Maronde,(N/A),RP,*02bs4*,,,,
Austin Marozas,(N/A),SP,*0669w*,,,,
Bradley Marquez,NYM,OF,*02c2t*,,,,
Jeff Marquez,CIN,RP,*01fd2*,,,,
Miguel Marquez,BOS,SP,*021tc*,,,,
Pedro Marquez,ARI,OF,*045of*,,,,
Yoiber Marquina,CLE,RP,*04ajp*,,,,
Jason Marquis,(N/A),SP,*000nw*,,,,
Justin Marra,CHC,C,*02c1n*,,,,
Alan Marrero,BOS,C,*041ua*,,,,
Chris Marrero,SF,"1B,OF",*01c5r*,,,,
Christian Marrero,CHW,3B,*01ud3*,,,,
Eli Marrero,STL,OF,*01564*,,,,
Elih Marrero,BOS,C,*04psx*,,,,
Emmanuel Marrero,PHI,SS,*03dfu*,,,,
Lean Marrero,MIN,OF,*03qt7*,,,,
Jesus Marriaga,ARI,OF,*04fw5*,,,,
Danny Mars,BOS,OF,*03dfh*,,,,
Michael Marseco,MIL,SS,*021td*,,,,
Brett Marshall,TB,RP,*01ust*,,,,
Jay Marshall,(N/A),RP,*000jv*,,,,
Montrell Marshall,CIN,3B,*03djs*,,,,
Sean Marshall,(N/A),RP,*000nh*,,,,
Joey Martarano,CHC,3B,*03dto*,,,,
Agustin Marte,MIN,SS,*042nn*,,,,
Alejandro Marte,(N/A),OF,*061ys*,,,,
Alfredo Marte,(N/A),OF,*021te*,,,,
Frederick Marte,NYM,SS,*05un5*,,,,
Jefry Marte,(N/A),1B,*025hz*,,,,
Junior Marte,CHC,SP,*049t3*,,,,
Luis Marte,DET,RP,*01sim*,,,,
Luis Marte,(N/A),SS,*02jxk*,,,,
Miguel Marte,NYY,SS,*04yqq*,,,,
Bryan Martelo,PHI,OF,*03mq2*,,,,
Yadel Marti,OAK,SP,*025j3*,,,,
Brandon Martin,TB,SS,*02bqu*,,,,
David Martin,ARI,C,*066jo*,,,,
Ethan Martin,ATL,RP,*01ciu*,,,,
J.D. Martin,(N/A),SP,*01fwy*,,,,
Kaden Martin,(N/A),OF,*05uca*,,,,
Kyle Martin,(N/A),RP,*031cb*,,,,
Roman Martin,(N/A),SS,*062cz*,,,,
Tripp Martin,TEX,3B,*03du5*,,,,
Alberth Martinez,SD,OF,*03aqi*,,,,
Alexander Martinez,COL,RP,*061yz*,,,,
Algenis Martinez,BOS,RP,*04ap0*,,,,
Anastacio Martinez,DET,P,*01511*,,,,
Andre Martinez,MIN,P,*02n03*,,,,
Chazz Martinez,KC,SP,*0657n*,,,,
Dallas Martinez,NYY,SP,*03mun*,,,,
David Jose Martinez,HOU,SP,*033b8*,,,,
Estarlin Martinez,WSH,OF,*02yh4*,,,,
Fabio Martinez,LAA,SP,*01skg*,,,,
Francisco Martinez,SEA,3B,*021th*,,,,
Harold Martinez,PHI,3B,*01t62*,,,,
Hector Martinez,DET,SS,*03bu4*,,,,
Henry Martinez,(N/A),SP,*04oo8*,,,,
Hersin Martinez,SEA,OF,*02i3j*,,,,
Jhon Martinez,ATL,RP,*03atp*,,,,
Jhonny Martinez,ATL,RP,*064w8*,,,,
Joe Martinez,LAA,RP,*01chy*,,,,
Jonathan Martinez,CHC,SP,*02z0d*,,,,
Jorge Martinez,HOU,SS,*02j2n*,,,,
Jose Martinez,(N/A),SS,*045kp*,,,,
Jose Martinez,(N/A),SP,*061wz*,,,,
Jose Ramon Martinez,NYY,3B,*04nfj*,,,,
Juan Martinez,CIN,3B,*05070*,,,,
Juan Martinez,(N/A),SP,*061ny*,,,,
Julio Martinez,DET,OF,*03ml0*,,,,
Lino Martinez,PHI,RP,*03aps*,,,,
Luis Martinez,CHW,SP,*03mgi*,,,,
Mario Martinez,SEA,3B,*01fhx*,,,,
Ozzie Martinez,CHC,SS,*01ush*,,,,
Quinton Martinez,LAA,SP,*0664m*,,,,
Rafael Martinez,MIL,2B,*057p8*,,,,
Renae Martinez,(N/A),C,*04p6c*,,,,
Robert Martinez,OAK,OF,*02n9m*,,,,
Sandy Martinez,ARI,C,*04f6s*,,,,
Teodoro Martinez,TEX,OF,*0381n*,,,,
Yunior Martinez,TB,OF,*047eq*,,,,
Carlos Martinez-Pumarino,CHC,RP,*02j3b*,,,,
Nick Martini,(N/A),OF,*02bvk*,,,,
Jason Martinson,WSH,SS,*02hhw*,,,,
Jordan Martinson,NYM,P,*0518i*,,,,
Shairon Martis,BAL,SP,*013ug*,,,,
Brandon Martorano,SF,C,*051c0*,,,,
Rafael Martin,WSH,RP,*021tg*,,,,
Michael Martinez,(N/A),OF,*021tj*,,,,
Addison Maruszak,NYY,SS,*02hxh*,,,,
Evan Marzilli,ARI,OF,*02n14*,,,,
Jhan Marinez,CHW,RP,*01slb*,,,,
Ryan Mason,(N/A),P,*041xh*,,,,
Joseph Massey,COL,1B,*02hvj*,,,,
Andrew Massie,NYM,P,*02nde*,,,,
Chris Masters,ATL,SP,*01uoj*,,,,
David Masters,(N/A),SS,*05r4c*,,,,
Darin Mastroianni,MIN,OF,*021tm*,,,,
Michael Mateja,ATL,3B,*04q6x*,,,,
Alex Mateo,MIA,P,*0424k*,,,,
Daniel Mateo,KC,2B,*02jmj*,,,,
Juan Mateo,ATL,SP,*05y0l*,,,,
Luis Mateo,STL,SS,*02hzc*,,,,
Marcos Mateo,(N/A),RP,*01yj5*,,,,
Oliver Mateo,PIT,RP,*05uua*,,,,
Wagner Mateo,ARI,OF,*01uck*,,,,
Welfrin Mateo,NYY,2B,*03mez*,,,,
Shane Matheny,SF,3B,*04euk*,,,,
Quinn Mathews,(N/A),SP,*060gd*,,,,
Chris Mathewson,LAD,P,*0421z*,,,,
Scott Mathieson,(N/A),RP,*004f1*,,,,
Jeff Mathis,(N/A),C,*000j3*,,,,
Zack Mathis,SD,2B,*05y5f*,,,,
Addiel Matias,WSH,3B,*05nsl*,,,,
Jacob Maton,(N/A),SP,*0669u*,,,,
Sthervin Matos,MIL,3B,*02ymk*,,,,
Wilfrido Matos,WSH,SS,*04zxj*,,,,
Travis Mattair,PHI,3B,*01vxc*,,,,
Ryan Mattheus,(N/A),RP,*01viu*,,,,
Kenny Matthews,NYM,P,*02bzi*,,,,
Kevin Matthews,TEX,P,*02bqc*,,,,
Micah Matthews,(N/A),3B,*05u3t*,,,,
Will Matthiessen,PIT,"OF,P",*0514p*,,,,
Brian Matusz,CHC,SP,*01c1u*,,,,
Brandon Maurer,(N/A),RP,*02neg*,,,,
Joan Mauricio,HOU,SS,*03buc*,,,,
Tyler Mautner,MIN,3B,*03e0u*,,,,
Bruce Maxwell,(N/A),C,*02mx7*,,,,
Justin Maxwell,(N/A),OF,*000qq*,,,,
Tucker Maxwell,PHI,OF,*051h0*,,,,
Jacob May,CHW,OF,*031aq*,,,,
Kalik May,TOR,OF,*03zuz*,,,,
John Mayberry Jr.,(N/A),OF,*01cf4*,,,,
Seth Mayberry,SD,RP,*059c2*,,,,
Cameron Maybin,(N/A),OF,*000of*,,,,
C.J. Mayhue,LAA,SP,*0664l*,,,,
Jack Maynard,CHW,P,*04esr*,,,,
Pratt Maynard,LAD,C,*02bs5*,,,,
Domenic Mazza,SF,P,*03qy3*,,,,
Vin Mazzaro,SF,RP,*01cim*,,,,
Cory Mazzoni,(N/A),RP,*02brh*,,,,
Sean McAdams,BAL,P,*02n5g*,,,,
Brian McAfee,TB,RP,*0484c*,,,,
Will McAffer,TOR,P,*04q6p*,,,,
Zach McAllister,STL,SP,*01sfu*,,,,
Paul McAnulty,LAA,1B,*000lx*,,,,
Kevin McAvoy,BOS,P,*03dbh*,,,,
Matt McBride,(N/A),C,*01sek*,,,,
Nicholas McBride,TEX,P,*02h91*,,,,
Jeremy McBryde,LAA,SP,*026ta*,,,,
Garrett McCain,DET,OF,*04ekd*,,,,
Shane McCain,TEX,RP,*04cms*,,,,
Dexture McCall,HOU,1B,*049st*,,,,
Shilo McCall,SF,OF,*02n2a*,,,,
Brian McCann,(N/A),C,*000f5*,,,,
Kevin McCanna,HOU,P,*02nc1*,,,,
Michael McCarthy,BOS,P,*02c0s*,,,,
Thomas McCarthy,CHW,3B,*02n8j*,,,,
Ryan McCarvel,STL,C,*03qvt*,,,,
Keegan McCarville,TB,P,*04q6b*,,,,
Keegan McCarville,(N/A),RP,*061o9*,,,,
Riley McCauley,CHC,P,*04pxj*,,,,
Lance McClain,BOS,P,*02hui*,,,,
Jackson McClelland,(N/A),SP,*03qs4*,,,,
Mike McClendon,COL,RP,*01z35*,,,,
Alex McClure,KC,SS,*02hku*,,,,
D'vone McClure,CLE,OF,*02myf*,,,,
Patrick McColl,OAK,1B,*0517y*,,,,
Charlie McConnell,SEA,OF,*04pws*,,,,
Adam McCreery,(N/A),RP,*02c15*,,,,
Mason McCullough,ARI,P,*03deb*,,,,
Morgan McCullough,LAA,"2B,SS",*051gn*,,,,
Nick McCully,STL,P,*02hal*,,,,
Brendan McCurry,(N/A),SP,*03du9*,,,,
Michael McDade,TOR,1B,*01uwd*,,,,
Drew McDaniel,CHW,SP,*0662w*,,,,
Andrew McDonald,CIN,P,*04ptm*,,,,
Chase McDonald,HOU,1B,*031dc*,,,,
Cole McDonald,HOU,P,*051bw*,,,,
James McDonald,(N/A),SP,*013v0*,,,,
Todd McDonald,TEX,OF,*03apq*,,,,
Ken McDowall,NYM,P,*02hj1*,,,,
Max McDowell,PHI,C,*03qrb*,,,,
C.J. McElroy,HOU,OF,*02bsf*,,,,
Satchel McElroy,CIN,OF,*03qx2*,,,,
Parker McFadden,BAL,P,*03qwf*,,,,
Blake McFarland,TOR,RP,*03yw0*,,,,
Christopher McFarland,MIL,SS,*02c4e*,,,,
Ty McFarland,NYY,"2B,3B",*03dhy*,,,,
Seth McGarry,(N/A),P,*03qn4*,,,,
Jack McGeary,WSH,SP,*01sf1*,,,,
Cade McGee,(N/A),3B,*062k8*,,,,
Lenell McGee,LAD,OF,*021tu*,,,,
Austin McGeorge,NYM,P,*041tr*,,,,
Liam McGill,ATL,"C,1B",*05yln*,,,,
Dustin McGowan,(N/A),RP,*000jr*,,,,
Jacson McGowan,TB,1B,*04pvb*,,,,
Kevin McGowan,(N/A),RP,*0317w*,,,,
Scott McGregor,STL,P,*02hwj*,,,,
Jamodrick McGruder,SEA,2B,*02n2b*,,,,
Brendan McGuigan,SEA,RP,*05t9w*,,,,
Deck McGuire,CIN,RP,*01ucg*,,,,
Max McGwire,(N/A),1B,*05zd8*,,,,
John McHenry,WSH,SS,*0669k*,,,,
Thomas McIlraith,NYM,P,*03qwb*,,,,
Colin McKee,HOU,P,*0421p*,,,,
Cooper McKeehan,KC,SP,*065no*,,,,
Jake McKenna,PHI,RP,*05r5k*,,,,
Brett McKinney,PIT,P,*0375t*,,,,
Jarrod McKinney,HOU,OF,*03atb*,,,,
Kole McKinnon,(N/A),C,*05ris*,,,,
Andrew McKirahan,ATL,RP,*03mnz*,,,,
DJ McKnight,TOR,OF,*03qq3*,,,,
Mitch McKown,TOR,P,*04247*,,,,
Matt McLaughlin,(N/A),SS,*04elw*,,,,
Sean McLaughlin,LAA,SP,*03qv7*,,,,
Nate McLouth,(N/A),OF,*00093*,,,,
Kyler McMahan,(N/A),SS,*04nx5*,,,,
Kyle McMyne,CIN,P,*02bsp*,,,,
Dillon McNamara,NYY,RP,*03yvb*,,,,
Ryan McNeil,CHC,P,*02mxm*,,,,
Matt McPhearson,ARI,OF,*0311z*,,,,
Kyle McPherson,TB,SP,*025fr*,,,,
Kyle McPherson,(N/A),2B,*061sw*,,,,
Alex McRae,(N/A),RP,*03dih*,,,,
Jonah McReynolds,(N/A),SS,*041xz*,,,,
Jeff McVaney,DET,OF,*02n1b*,,,,
Aaron Meade,LAA,P,*02hk6*,,,,
Jake Means,KC,3B,*051gr*,,,,
Gil Meche,(N/A),SP,*0005i*,,,,
Deacon Medders,SD,P,*051f7*,,,,
Tommy Medica,(N/A),1B,*02hn0*,,,,
Danny Medina,CLE,RP,*05zjt*,,,,
Francisco Medina,SF,SS,*03rn6*,,,,
Fredy Medina,(N/A),SP,*05xzc*,,,,
Jhondaniel Medina,PIT,RP,*03azv*,,,,
Jose Medina,(N/A),SP,*03bu2*,,,,
Jose Medina,KC,C,*066s0*,,,,
Jose Miguel Medina,NYM,OF,*04c6k*,,,,
Reydel Medina,CIN,OF,*03asm*,,,,
Yoervis Medina,PHI,RP,*02zpq*,,,,
Elieser Medrano,TOR,RP,*04dak*,,,,
Jesse Medrano,(N/A),3B,*061rk*,,,,
Kevin Medrano,STL,2B,*02c1e*,,,,
Ronald Medrano,STL,SP,*039vy*,,,,
Evan Meek,WSH,RP,*004f5*,,,,
James Meeker,MIL,RP,*05upb*,,,,
Daniel Meeley,SD,OF,*02hpp*,,,,
Jack Meggs,OAK,OF,*04eka*,,,,
Adalberto Mejia,(N/A),RP,*029r4*,,,,
Alex Mejia,(N/A),SS,*02myv*,,,,
Brian Mejia,WSH,2B,*03c7n*,,,,
Dilmer Mejia,ATL,SP,*03mmn*,,,,
Ernesto Mejia,ATL,1B,*0279d*,,,,
Hernando Mejia,(N/A),SP,*061rm*,,,,
Jefferson Mejia,OAK,SP,*036qr*,,,,
uan Mejia,(N/A),RP,*060o9*,,,,
Angel Mejias,CHC,RP,*04n1a*,,,,
Jenrry Mejia,(N/A),RP,*01glq*,,,,
Kelvin Melean,SD,SS,*041g6*,,,,
Dylan Melendez,STL,C,*03o27*,,,,
Kevin Melendez,TB,C,*04pwg*,,,,
Rene Melendez,SF,C,*0318l*,,,,
Sean Mellen,LAD,P,*051b1*,,,,
Carlos Melo,TEX,SP,*021u2*,,,,
Juan Melo,WSH,2B,*0153w*,,,,
Kendry Melo,SF,SP,*03bu9*,,,,
John Meloan,SF,RP,*000np*,,,,
Tim Melville,(N/A),SP,*01sds*,,,,
Samuel Mende,COL,3B,*02ytg*,,,,
Weslley Mendes,(N/A),SP,*05u6j*,,,,
Adalberto Mendez,MIA,SP,*022j0*,,,,
Erick Mendez,NYY,OF,*03ysa*,,,,
Sal Mendez,(N/A),SP,*05r2r*,,,,
Tommy Mendonca,TEX,3B,*01srg*,,,,
Beicker Mendoza,SF,OF,*0433c*,,,,
Jefferson Mendoza,CHW,C,*04yrc*,,,,
Juandy Mendoza,TOR,"2B,SS",*03qys*,,,,
Kenny Mendoza,TEX,P,*0426i*,,,,
Ranyelmy Mendoza,LAA,OF,*049t4*,,,,
J.C. Menna,OAK,P,*02hmx*,,,,
Anthony Meo,ARI,P,*02br2*,,,,
Jan Mercado,MIA,C,*04emr*,,,,
Jose Mercado,PHI,SS,*04pwz*,,,,
Reidy Mercado,MIL,OF,*052kd*,,,,
Felix Mercedes,CHW,SS,*03nrn*,,,,
Melvin Mercedes,DET,RP,*01us1*,,,,
Melvin Mercedes,OAK,SS,*03pip*,,,,
Miguel Mercedes,OAK,3B,*03bx6*,,,,
Roque Mercedes,ARI,RP,*01ony*,,,,
Mattia Mercuri,ATL,2B,*03asu*,,,,
Hayden Merda,NYY,SP,*066dn*,,,,
Brandon Meredith,HOU,OF,*02buf*,,,,
Michael Mertz,MIA,P,*041yf*,,,,
Jose Mesa,(N/A),SP,*03auf*,,,,
Melky Mesa,TOR,OF,*025g6*,,,,
Narciso Mesa,WSH,OF,*03c7s*,,,,
Nick Meservey,BAL,P,*04q3j*,,,,
Tyson Messer,CHW,P,*0516s*,,,,
Skyler Messinger,COL,SS,*04etz*,,,,
Ryan Metzler,TOR,"2B,3B",*03dhb*,,,,
Ben Meyer,(N/A),RP,*04g7m*,,,,
Dan Meyer,BAL,RP,*000ci*,,,,
Drew Meyer,HOU,2B,*01545*,,,,
Jake Meyer,COL,C,*0665p*,,,,
Jonathan Meyer,HOU,3B,*02h8h*,,,,
Mitch Meyer,MIL,OF,*03dfw*,,,,
Reggie Meyer,TEX,RP,*050rd*,,,,
Stephan Meyer,PIT,P,*03quy*,,,,
Brad Meyers,WSH,RP,*01sfq*,,,,
Alan Meza,CLE,OF,*05afa*,,,,
Levi Michael,(N/A),2B,*02bqa*,,,,
Trevin Michael,DET,SP,*066d4*,,,,
Chris Micheles,PHI,P,*051at*,,,,
Clayton Middleton,(N/A),C,*061of*,,,,
Jake Miednik,CLE,P,*04q2k*,,,,
Crusito Mieses,LAA,SP,*03asq*,,,,
Anthony Migliaccio,(N/A),C,*05tzd*,,,,
Nathan Mikolas,NYY,OF,*02mxz*,,,,
Bobby Milacki,(N/A),SP,*05ylf*,,,,
Hunter Milam,PHI,P,*04q4p*,,,,
Jordan Milbrath,(N/A),SP,*04mle*,,,,
Matt Milburn,OAK,SP,*04t97*,,,,
Daniel Miles,TB,3B,*03dgt*,,,,
Deylen Miley,HOU,SP,*061ab*,,,,
Justin Militello,ATL,SP,*0664f*,,,,
Aaron Miller,LAD,SP,*01sbu*,,,,
Adam Miller,ARI,P,*0375w*,,,,
Anthony Miller,(N/A),1B,*03quw*,,,,
Brandon Miller,WSH,OF,*02xu1*,,,,
Brandon Miller,MIA,SP,*046y4*,,,,
Christian Miller,SD,P,*02n9p*,,,,
Corey Miller,OAK,P,*0375k*,,,,
Dean Miller,BOS,OF,*051i9*,,,,
Evan Miller,SD,SP,*0424e*,,,,
Jacob Miller,(N/A),C,*05xu3*,,,,
Justin Miller,(N/A),RP,*02hpu*,,,,
Justin Miller,PHI,RP,*046pf*,,,,
Luke Miller,PHI,"3B,OF",*04q4b*,,,,
Mike Miller,(N/A),2B,*02n1w*,,,,
Peter Miller,SEA,P,*0313r*,,,,
Peyton Miller,OAK,P,*051b3*,,,,
Sean Miller,MIN,SS,*03qou*,,,,
Vijay Miller,SD,P,*04en6*,,,,
Adam Milligan,ATL,OF,*01sum*,,,,
Lane Milligan,BOS,"C,OF",*04q0d*,,,,
Alan Mills,DET,P,*0151c*,,,,
Beau Mills,CIN,1B,*01cgp*,,,,
Brad Mills,(N/A),SP,*01ccn*,,,,
Tyler Mills,STL,OF,*02bx8*,,,,
Matt Milroy,MIA,P,*02n3j*,,,,
Brandon Mims,PHI,2B,*02hjy*,,,,
Camden Minacci,(N/A),SP,*05tzf*,,,,
Euri Minaya,SD,OF,*03auy*,,,,
Jordan Minch,(N/A),SP,*05r0l*,,,,
John Mincone,CHC,P,*02hb8*,,,,
Cameron Ming,BAL,P,*04enl*,,,,
Micah Miniard,CLE,P,*03dgu*,,,,
Mark Minicozzi,SF,3B,*021uf*,,,,
Nathan Minnich,BOS,1B,*02n16*,,,,
Matt Minnick,NYY,P,*051he*,,,,
Albert Minnis,HOU,P,*031h8*,,,,
Jorge Minyeti,SD,SS,*021ug*,,,,
Ariel Miranda,(N/A),SP,*03pdx*,,,,
William Miranda,STL,RP,*05nt5*,,,,
Pat Misch,(N/A),SP,*000kw*,,,,
Daniel Missaki,MIL,RP,*03db3*,,,,
Antoine Mistico,SEA,OF,*04enj*,,,,
Andrew Mitchel,SD,P,*05169*,,,,
Andrew Mitchell,NYM,P,*031b5*,,,,
Bret Mitchell,NYM,P,*02hln*,,,,
Bryan Mitchell,(N/A),SP,*025ki*,,,,
D.J. Mitchell,NYM,RP,*01sxy*,,,,
Derrick Mitchell,(N/A),OF,*05u9u*,,,,
